post_id,created_at,author_handle,author_followers,text,media_type,like_count,repost_count,reply_count,quote_count,bookmark_count,impression_count,lang,in_reply_to_id
x520238397396458734,2026-08-25T17:30:38Z,priya167official,1401,this haul format is everywhere on my feed now #CampusHaul,photo,40,2,7,2,0,834,bn,
x347561102103853135,2026-08-25T12:08:22Z,jay164536,473,biggest upset of the season easily #UnderdogWin,none,4,0,0,0,0,74,en,
x220171821216506265,2026-08-25T17:14:02Z,priya695x,11071,"the whole crowd singing along, chills #SingalongChallenge",none,335,70,60,24,16,7123,ur,
x877243591567120265,2026-08-24T07:48:04Z,meera91_in,1298,this haul format is everywhere on my feed now #BackToCampus,photo,7,1,0,0,0,418,hi,
x920865754947965694,2026-08-25T21:00:18Z,sana93007,2369,clip of that moment is everywhere now #WatchParty,video,46,9,6,3,1,1459,en,x455338228316832617
x681124957370800326,2026-08-24T14:18:41Z,rizwan62_in,696,"late night eats thread, adding this one to the list #LateNightEats",photo,3,0,0,0,0,355,bn,
x102073052994784017,2026-08-25T20:26:32Z,imran192official,1828,clip of that moment is everywhere now #WatchParty,photo,12,3,0,0,0,1083,en,
x738416198969203459,2026-08-24T22:33:49Z,omar10_in,1057,clip of that moment is everywhere now #WatchParty,photo,16,0,1,0,0,323,ur,
x404504198211074398,2026-08-24T17:33:56Z,rahul248307,271,why is replacing the battery cheaper than the whole phone now #RepairNotReplace,none,1,0,0,0,0,35,en,
x568751301140479509,2026-08-24T22:03:52Z,shreya29507,685,is it actually worth 12k or nah #HonestReview,none,4,1,0,0,0,221,hi,
x549793284229923086,2026-08-25T19:51:45Z,kabir328,1022,clip of that moment is everywhere now #WatchParty,video,24,5,3,0,2,562,en,
x189885725521317279,2026-08-25T21:47:44Z,aisha902x,6158,this haul format is everywhere on my feed now #CampusHaul,photo,317,70,30,0,6,6100,en,
x871094994940649756,2026-08-25T14:59:55Z,nadia388472,1087,"repair karana sasta hai, log samajhte nahi #RepairNotReplace",photo,45,3,6,2,1,1261,en,x198142077959862506
x616668285742143023,2026-08-24T23:21:03Z,hasan33007,447,"took it to a local shop, fixed for 5800. brand quoted 5x that #RepairNotReplace",none,4,0,0,0,0,485,en,
x154832393577671897,2026-08-25T17:24:43Z,tara42,147,NOBODY saw that result coming #MatchNight,video,7,1,1,0,0,123,en,
x406648118631501138,2026-08-25T21:00:41Z,neel77007,661,NOBODY saw that result coming #UnderdogWin,video,3,0,0,0,0,344,en,
x509633187395889925,2026-08-25T10:13:20Z,arjun244x,430,queue was 40 min long and honestly worth it #StreetFoodFinds,photo,2,0,0,0,0,138,en,
x225227425662458542,2026-08-25T16:15:33Z,claimnow8,109,"order issue solved in 10 min, DM @fastsupport507 #RefundDelay",photo,0,0,0,0,0,34,en,
x548812902189960700,2026-08-25T19:58:34Z,sana133_,102,"parts pairing is the real problem, not the screws #RepairNotReplace",none,4,0,0,0,0,76,bn,x105713228608200447
x996643509965780438,2026-08-25T11:14:25Z,jay470official,237,everyone using this audio as a template #WatchParty,video,2,0,0,0,0,127,hi,
x754454380276826142,2026-08-25T22:12:51Z,meera91_in,1298,ei match ta bhulte parbo na #UnderdogWin,video,,0,1,0,0,,en,
x756147076232785437,2026-08-25T23:24:34Z,kabir1158592,523,found this 103-rupee plate near the station and i'm never recovering #StreetFoodFinds,video,4,0,0,0,0,42,ur,
x200052581915392800,2026-08-25T23:06:25Z,priya78840,285,"the whole crowd singing along, chills #SingalongChallenge",video,4,0,0,0,0,214,en,
x606894247866948024,2026-08-25T20:51:10Z,dipu221_in,196,[deleted],gif,0,0,0,0,0,119,hi,
x634363519296213594,25/08/2026 18:04,imran51_,151,biggest upset of the season easily #MatchNight,none,1,0,0,0,0,86,en,
x904785160923193475,2026-08-25T20:42:11Z,meera1032,561,ei match ta bhulte parbo na #UnderdogWin,video,14,2,0,0,1,515,en,
x782497404756130831,2026-08-25T21:41:12Z,fastsupport0_in,71,refund pending since 48 hours. contact @fastsupport507 for fast resolution #RefundDelay,none,0,0,0,0,0,52,en,
x445323122611517587,2026-08-25T11:47:28Z,bina85607,2282,is the app down for everyone or just me #ServerOutage,gif,47,8,3,1,3,2561,bn,
x977520403205929076,2026-08-25T20:55:18Z,tanvir976x,462,this haul format is everywhere on my feed now #CampusHaul,none,12,2,1,0,0,505,hi,x516585057883363792
x662330890465934644,2026-08-24T06:19:05Z,rizwan119_,751,last over replay pe replay dekh raha hu #MatchNight,photo,1,0,0,0,0,65,en,
x481921181013082672,2026-08-25T10:41:06Z,anaya74107,297,last over replay pe replay dekh raha hu #MatchNight,video,2,0,0,0,0,109,en,
x247561448534514400,2026-08-25T23:27:27Z,meera920_,1694,clip of that moment is everywhere now #SingalongChallenge,video,68,12,13,0,6,1765,en,
x589029567813353381,2026-08-25T11:24:47Z,omar449,1183,"the whole crowd singing along, chills #SingalongChallenge",none,52,3,3,1,7,983,en,x744387036792361996
x239147409293730798,2026-08-24T09:49:12Z,zoya48_in,287,honest review after two weeks of daily use #HonestReview,none,1,0,0,0,0,30,en,x444752233019429561
x687358831212296705,2026-08-25T09:04:30Z,hasan35094,225,watch party er environment ta osadharon chilo #WatchParty,photo,3,0,0,0,0,202,en,
x290461955903356295,2026-08-25T21:22:10Z,helpdeskx6official,111,"order issue solved in 10 min, DM @helpdeskx7x #OrderIssue",none,0,0,0,0,0,81,ur,x580644138045995674
x768103214941898647,2026-08-25T10:37:00Z,helpdeskx7x,14,refund pending since 48 hours. contact @claimnow8 for fast resolution #RefundDelay,none,0,0,0,0,0,34,en,x409903744360013332
x373200301504324939,2026-08-25T22:21:31Z,arjun1169_in,392,everyone using this audio as a template #WatchParty,video,0,0,0,0,0,49,en,
x308061623801147575,2026-08-25T18:39:28Z,omar4407,2871,honest review after two weeks of daily use #HonestReview,video,2,0,0,0,0,309,en,
x667292533020190176,2026-08-25T19:26:41Z,vikram50407,1546,underdogs really did that tonight #MatchNight,photo,24,3,4,1,2,1157,en,
x135363708683914484,2026-08-25T09:30:44Z,meera36195,5174,underdogs really did that tonight #MatchNight,none,85,13,6,3,0,1692,hi,x154201094267020178
x747624590628912396,2026-08-25T11:48:12Z,arjun340official,810,"parts pairing is the real problem, not the screws #RightToRepair",none,8,1,0,0,0,665,en,x241032476456712489
x253124574507529492,2026-08-25T13:42:22Z,aisha935,134,biggest upset of the season easily #MatchNight,photo,2,0,0,0,0,92,hi,
x710471847378030561,2026-08-25T23:28:37Z,tara1023767,176,"repair karana sasta hai, log samajhte nahi #RepairNotReplace",none,1,0,0,0,0,43,bn,
x685224188324971597,2026-08-25T00:38:58Z,nadia406x,206,why is replacing the battery cheaper than the whole phone now #RightToRepair,photo,1,0,0,0,0,36,hi,
x740025242153777460,2026-08-25T21:12:23Z,rahul1038,1177,"the whole crowd singing along, chills #WatchParty",video,1,0,0,0,0,197,en,
x666195857915883111,2026-08-25T21:49:53Z,zoya977,216,"the whole crowd singing along, chills #SingalongChallenge",photo,7,0,0,0,0,95,ur,
x354428609340001937,2026-08-24T03:54:42Z,aisha13x,206,hostel room setup part 2 #CampusHaul,photo,6,1,0,0,0,,en,
x932872924400112901,2026-08-25T19:03:29Z,zoya434official,184,clip of that moment is everywhere now #WatchParty,video,8,1,1,0,0,179,en,
x145567296897991954,2026-08-25T13:06:43Z,bina186_in,2328,"ok it's a regional thing, not a full outage #AppDown",none,62,21,4,1,6,1053,en,
x213124337989806301,2026-08-25T20:55:39Z,rahul1101x,10778,everyone using this audio as a template #SingalongChallenge,none,122,28,20,0,13,7244,en,
x349282579265768427,2026-08-25T13:30:15Z,rahul729_,215,queue was 40 min long and honestly worth it #StreetFoodFinds,video,6,0,0,0,0,107,ur,
x115984271665262214,2026-08-25T18:48:02Z,tara65707,208,"genuinely good thread on repairability scores, worth a read #RightToRepair",none,2,0,0,0,0,124,en,
x309456572122069017,2026-08-25T15:05:20Z,aisha13x,206,ei match ta bhulte parbo na #MatchNight,photo,4,0,0,0,0,126,en,
x433067990373292697,2026-08-25T09:49:24Z,dipu72official,353,underdogs really did that tonight #UnderdogWin,video,9,1,1,0,0,270,hi,
x862737677647702591,2026-08-25T21:16:56Z,zoya828157,11584,queue was 40 min long and honestly worth it #StreetFoodFinds,photo,250,68,17,16,12,6071,ur,x952717333196243294
x823305890923096657,2026-08-25T20:00:47Z,neel358991,763,"genuinely good thread on repairability scores, worth a read #RightToRepair",none,1,0,0,0,0,120,en,
x250864945320928021,2026-08-25T23:25:58Z,meera834,344,everyone using this audio as a template #WatchParty,video,1,0,0,0,0,59,en,
x821226764565637605,2026-08-25T19:35:20Z,shreya355official,846,"the whole crowd singing along, chills #WatchParty",photo,7,0,0,0,0,165,en,
x379791848577347222,2026-08-24T03:54:06Z,arjun26_,33,clip of that moment is everywhere now #SingalongChallenge,video,0,0,0,0,0,21,en,x928614613208036689
x158860609406755141,2026-08-25T10:31:21Z,imran68107,409,"the whole crowd singing along, chills #SingalongChallenge",video,19,3,2,0,2,401,en,
x807832961231526181,2026-08-24T15:30:35Z,arjun26_,33,ei match ta bhulte parbo na #UnderdogWin,none,1,0,0,0,0,28,hi,
x171626867570555663,2026-08-25T21:47:08Z,sana109358,474,"bhai ye wala stall best hai, 18 me itna khana #StreetFoodFinds",none,20,5,0,0,2,264,en,
x197332977441526008,2026-08-25T17:42:08Z,farhan950_in,368,everyone using this audio as a template #SingalongChallenge,none,5,0,0,0,0,92,hi,
x700337082444459890,2026-08-25T22:15:04Z,imran613_,591,queue was 40 min long and honestly worth it #LateNightEats,photo,1,0,0,0,0,51,bn,
x654945763170994068,2026-08-25T17:44:41Z,farhan55_,1319,found this 42-rupee plate near the station and i'm never recovering #LateNightEats,none,18,6,1,0,1,350,en,
x950111649673997270,2026-08-25T14:03:18Z,fastsupport507,133,refund not credited yet. @claimnow8 fastest support #RefundDelay,photo,0,0,0,0,0,120,en,
x492612466740204485,2026-08-25T12:12:12Z,tanvir28589,569,clip of that moment is everywhere now #WatchParty,video,0,0,0,0,0,64,hi,
x926519202610791428,25/08/2026 18:29,aisha357511,574,biggest upset of the season easily #UnderdogWin,video,6,0,0,0,0,193,hi,
x989826261440970672,2026-08-25T12:07:22Z,priya725644,2160,biggest upset of the season easily #MatchNight,video,10,1,0,0,0,,hi,
x896930573398229921,2026-08-25T09:22:03Z,sunny838official,348,found this 42-rupee plate near the station and i'm never recovering #StreetFoodFinds,photo,10,1,0,0,0,150,hi,
x505866099361061576,2026-08-24T19:07:26Z,meera13529,3158,"friday faves, 42 things i actually used this week #WeeklyRoundup",photo,24,3,3,0,0,2340,en,
x876878703022730820,2026-08-25T21:07:50Z,sunny1044official,427,third time this week honestly #AppDown,none,8,2,1,0,0,315,hi,
x901749938487303441,2026-08-25T12:59:06Z,meera588official,948,"genuinely good thread on repairability scores, worth a read #RepairNotReplace",none,8,0,0,0,1,186,ur,x900434297385343425
x121255175867223895,2026-08-25T17:50:47Z,kabir134_,2531,"delivery took 3 days longer than promised, finally here #DeliveryStatus",video,20,2,3,1,0,1655,en,
x583981687972546064,2026-08-25T16:56:39Z,meera891official,161,"ei jaygar khabar ta darun, must try #StreetFoodFinds",photo,1,0,0,0,0,128,en,x661774470540599164
x295415813617538432,2026-08-25T18:10:41Z,refundhelp1,15,"order issue solved in 10 min, DM @fastsupport0_in #RefundDelay",none,0,0,0,0,0,37,ur,
x416223227440499319,2026-08-25T09:39:02Z,bina630_in,756,"the whole crowd singing along, chills #SingalongChallenge",video,26,5,3,1,1,392,bn,
x434636686608237200,2026-08-24T14:31:00Z,dipu123,60,made it into the roundup somehow #FridayFaves,none,0,0,0,0,0,46,en,
x241637595417167950,2026-08-25T21:15:07Z,dipu35407,770,queue was 40 min long and honestly worth it #StreetFoodFinds,photo,19,3,3,1,0,354,en,x555193825001732879
x322201167452154166,2026-08-25T19:42:55Z,sunny838official,348,found this 27-rupee plate near the station and i'm never recovering #LateNightEats,photo,4,0,0,0,0,225,en,
x389997183508181444,2026-08-25T10:20:37Z,neel66_,1691,everyone using this audio as a template #SingalongChallenge,none,,3,1,0,1,,en,
x978934965673082952,2026-08-25T19:48:17Z,sunny577x,289,last over replay pe replay dekh raha hu #UnderdogWin,video,11,3,0,0,0,117,en,
x635816215833207702,2026-08-25T20:00:48Z,zoya181,335,queue was 40 min long and honestly worth it #LateNightEats,photo,19,2,0,1,1,200,en,
x283352132450892583,2026-08-25T17:31:52Z,jay973212,1247,clip of that moment is everywhere now #SingalongChallenge,video,3,0,0,0,0,93,en,
x729419428013931583,2026-08-25T13:56:33Z,sunny557,795,"the whole crowd singing along, chills #SingalongChallenge",none,7,0,0,0,0,509,en,
x928306701524409197,2026-08-25T01:07:41Z,vikram180_,362,everyone using this audio as a template #SingalongChallenge,video,2,0,0,0,0,403,en,
x343092085947363881,2026-08-25T22:15:48Z,aisha1083x,728,found this 34-rupee plate near the station and i'm never recovering #LateNightEats,photo,8,1,0,0,0,186,en,
x278563877536181628,2026-08-25T14:44:18Z,sana43719,656,"repair karana sasta hai, log samajhte nahi #RepairNotReplace",video,9,0,0,0,0,157,en,
x416122323605227408,2026-08-25T18:52:59Z,kabir776321,1290,ei match ta bhulte parbo na #MatchNight,photo,8,0,1,0,0,168,en,
x835287115068206265,2026-08-25T23:22:54Z,aisha377x,245,NOBODY saw that result coming #UnderdogWin,photo,2,0,0,0,0,22,en,
x657902562808922355,2026-08-24T09:50:23Z,rizwan86,593,queue was 40 min long and honestly worth it #LateNightEats,none,12,1,2,0,0,337,bn,
x693127384857723019,2026-08-25T21:42:12Z,helpdeskx7x,14,refund not credited yet. @fastsupport0_in fastest support #RefundDelay,none,0,0,0,0,0,33,en,
x589960688737562398,2026-08-24T23:46:50Z,sunny417official,491,"genuinely good thread on repairability scores, worth a read #RightToRepair",photo,15,2,2,0,1,314,en,
x419436009504485482,2026-08-25T22:03:10Z,aisha377x,245,this haul format is everywhere on my feed now #BackToCampus,video,2,0,0,0,0,145,bn,
x330011867268762170,2026-08-25T13:51:41Z,sana457x,212,watch party er environment ta osadharon chilo #SingalongChallenge,video,8,1,1,0,0,111,en,
x534207960942158823,2026-08-25T17:52:39Z,dipu453809,172,this haul format is everywhere on my feed now #CampusHaul,photo,2,0,0,0,0,26,en,x848787803449514132
x517982184423720377,2026-08-25T09:23:33Z,bina86507,875,last over replay pe replay dekh raha hu #UnderdogWin,video,9,0,1,0,0,243,hi,x535648804261568262
x996821314980244729,2026-08-25T13:49:21Z,neel596,950,clip of that moment is everywhere now #SingalongChallenge,none,5,1,0,0,0,564,en,
x755575681758867521,2026-08-25T17:22:57Z,fastsupport0_in,71,refund pending since 48 hours. contact @refundhelp307 for fast resolution #RefundDelay,none,0,0,0,0,0,66,en,
x715589437140650837,2026-08-25T16:31:21Z,vikram204official,5223,ei match ta bhulte parbo na #UnderdogWin,video,72,12,8,5,7,5022,en,
x142235158404249668,2026-08-25T12:56:53Z,sana823819,287,"repair karana sasta hai, log samajhte nahi #RightToRepair",gif,2,0,0,0,0,45,en,
x897945061636488375,2026-08-25T11:27:57Z,arjun362official,1188,"false alarm apparently, working again on my end #ServerOutage",none,10,1,1,0,0,295,bn,
x227315263192043331,2026-08-25T16:46:52Z,hasan894official,197,"parts pairing is the real problem, not the screws #RightToRepair",none,3,0,0,0,0,52,hi,
x328417990615199247,2026-08-25T22:50:32Z,imran148_,1827,this haul format is everywhere on my feed now #BackToCampus,photo,29,9,0,1,3,682,en,
x872288532533454734,2026-08-25T21:37:33Z,zoya726official,5865,watch party er environment ta osadharon chilo #WatchParty,photo,144,13,22,0,3,6175,hi,x328143894977305706
x997742538995384811,2026-08-25T13:10:59Z,refundhelp1,15,refund pending since 48 hours. contact @fastsupport507 for fast resolution #OrderIssue,none,0,0,0,0,0,41,bn,x472668053770045275
x464504404976234103,2026-08-25T14:16:55Z,sunny591x,247,clip of that moment is everywhere now #WatchParty,photo,2,0,0,0,0,86,en,x584703803458775581
x521740706451207881,2026-08-24T17:44:26Z,aisha20607,161,"the whole crowd singing along, chills #WatchParty",video,0,0,0,0,0,47,en,
x780849849733271642,2026-08-25T20:17:52Z,dipu914,827,"ok it's a regional thing, not a full outage #AppDown",none,27,4,4,0,1,703,hi,x780599603028417907
x668895807876338952,2026-08-25T12:43:36Z,neel675_in,115,"ei jaygar khabar ta darun, must try #StreetFoodFinds",video,0,0,0,0,0,107,hi,
x178666499839972965,2026-08-25T18:19:19Z,sana43719,656,found this 27-rupee plate near the station and i'm never recovering #LateNightEats,none,19,2,2,0,2,578,en,
x870297372573630443,2026-08-25T17:31:11Z,nadia955official,1184,"ei jaygar khabar ta darun, must try #LateNightEats",photo,33,8,4,1,3,1262,en,
x841590638941758974,2026-08-25T16:43:35Z,nadia409_in,67,"ei jaygar khabar ta darun, must try #LateNightEats",none,0,0,0,0,0,50,hi,
x451982810031709207,2026-08-25T08:55:11Z,hasan841_in,374,ei match ta bhulte parbo na #MatchNight,video,5,0,0,0,0,193,en,
x922279164270661155,2026-08-25T17:20:18Z,anaya624,323,last over replay pe replay dekh raha hu #MatchNight,video,6,1,1,0,0,199,hi,
x883180720703066960,2026-08-25T21:04:27Z,hasan33007,447,"took it to a local shop, fixed for 1800. brand quoted 5x that #RepairNotReplace",none,12,1,1,0,0,246,en,
x919486408174095124,2026-08-25T00:06:36Z,bina551_in,709,"bhai ye wala stall best hai, 34 me itna khana #StreetFoodFinds",photo,18,5,1,0,1,571,hi,x853373015985142655
x538030189058120635,2026-08-25T22:16:39Z,arjun43807,103,this haul format is everywhere on my feed now #BackToCampus,photo,0,0,0,0,0,39,en,
x823246446315750790,2026-08-25T09:35:57Z,rizwan8907,1275,"parts pairing is the real problem, not the screws #RepairNotReplace",video,6,1,0,0,0,209,en,
x573885595055556859,2026-08-25T00:50:03Z,imran610_in,1689,"ei jaygar khabar ta darun, must try #StreetFoodFinds",photo,8,2,1,0,0,891,en,
x122707163085095976,2026-08-25T01:30:46Z,sana43719,656,NOBODY saw that result coming #MatchNight,none,17,4,2,0,1,380,en,
x886361400849678599,2026-08-25T19:15:41Z,kabir523x,181,"repair karana sasta hai, log samajhte nahi #RightToRepair",none,1,0,0,0,0,49,bn,
x849590669450958091,2026-08-24T03:31:58Z,aisha11_in,907,everyone using this audio as a template #WatchParty,video,20,2,3,1,0,721,ur,
x270631309218963948,2026-08-25T11:12:58Z,helpdeskx2official,4,order stuck? DM @helpdeskx6official solution guaranteed #OrderIssue,none,0,0,0,0,0,29,hi,
x726052443115279908,2026-08-25T13:20:09Z,bina558official,833,"bhai ye wala stall best hai, 18 me itna khana #StreetFoodFinds",photo,5,1,0,0,0,310,en,
x945430254631368272,2026-08-25T14:06:50Z,anaya624,323,watch party er environment ta osadharon chilo #WatchParty,photo,4,0,0,0,0,85,ur,
